Total Qty,Reg Qty,Foil Qty,Card,Set,Mana Cost,Card Type,Color,Rarity,Mvid,Single Price,Single Foil Price,Total Price,Price Source,Notes
1,1,0,Long Road Home,Eldritch Moon,1W,Instant,White,Uncommon,414326,0.04,0.19,0.04,tcglo,
1,1,0,Lunarch Mantle,Eldritch Moon,1W,Enchantment  - Aura,White,Common,414327,0.01,0.07,0.01,tcglo,
1,1,0,Peace of Mind,Eldritch Moon,1W,Enchantment,White,Uncommon,414328,0.01,0.09,0.01,tcglo,
3,3,0,Sigardian Priest,Eldritch Moon,1W,Creature  - Human Cleric,White,Common,414334,0.01,0.03,0.03,tcglo,
2,2,0,Spectral Reserves,Eldritch Moon,3W,Sorcery,White,Common,414335,0.01,0.07,0.02,tcglo,
1,1,0,Steadfast Cathar,Eldritch Moon,1W,Creature  - Human Soldier,White,Common,414336,0.01,0.10,0.01,tcglo,
1,1,0,Subjugator Angel,Eldritch Moon,4WW,Creature  - Angel,White,Uncommon,414337,0.05,0.45,0.05,tcglo,
1,1,0,Thalia's Lancers,Eldritch Moon,3WW,Creature  - Human Knight,White,Rare,414339,0.15,0.70,0.15,tcglo,
1,1,0,Thraben Standard Bearer,Eldritch Moon,W,Creature  - Human Soldier,White,Common,414340,0.01,0.10,0.01,tcglo,
1,1,0,Advanced Stitchwing,Eldritch Moon,3UU,Creature  - Zombie Horror,Blue,Uncommon,414341,0.01,0.20,0.01,tcglo,
1,1,0,Contingency Plan,Eldritch Moon,1U,Sorcery,Blue,Common,414344,0.03,0.14,0.03,tcglo,
1,1,0,Curious Homunculus,Eldritch Moon,1U,Creature  - Homunculus,Blue,Uncommon,414346,0.09,1.10,0.09,tcglo,
1,1,0,Displace,Eldritch Moon,2U,Instant,Blue,Common,414348,0.10,1.54,0.10,tcglo,
1,1,0,Drag Under,Eldritch Moon,2U,Sorcery,Blue,Common,414351,0.01,0.07,0.01,tcglo,
3,3,0,Exultant Cultist,Eldritch Moon,2U,Creature  - Human Wizard,Blue,Common,414353,0.01,0.07,0.03,tcglo,
1,1,0,Fogwalker,Eldritch Moon,1U,Creature  - Spirit,Blue,Common,414354,0.01,0.08,0.01,tcglo,
2,2,0,Geist of the Archives,Eldritch Moon,2U,Creature  - Spirit,Blue,Uncommon,414356,0.03,0.41,0.06,tcglo,
1,1,0,Ingenious Skaab,Eldritch Moon,2U,Creature  - Zombie Horror,Blue,Common,414361,0.01,0.09,0.01,tcglo,
2,2,0,Laboratory Brute,Eldritch Moon,3U,Creature  - Zombie Horror,Blue,Common,414362,0.01,0.09,0.02,tcglo,
1,1,0,Mind's Dilation,Eldritch Moon,5UU,Enchantment,Blue,Mythic Rare,414365,4.13,8.79,4.13,tcglo,
1,1,0,Nebelgast Herald,Eldritch Moon,2U,Creature  - Spirit,Blue,Uncommon,414366,0.09,2.50,0.09,tcglo,
2,2,0,Spontaneous Mutation,Eldritch Moon,U,Enchantment  - Aura,Blue,Common,414369,0.01,0.12,0.02,tcglo,
1,1,0,Take Inventory,Eldritch Moon,1U,Sorcery,Blue,Common,414371,0.02,0.14,0.02,tcglo,
1,1,0,Tattered Haunter,Eldritch Moon,1U,Creature  - Spirit,Blue,Common,414372,0.01,0.05,0.01,tcglo,
1,1,0,Turn Aside,Eldritch Moon,U,Instant,Blue,Common,414373,0.06,0.25,0.06,tcglo,
1,1,0,Borrowed Malevolence,Eldritch Moon,B,Instant,Black,Common,414377,0.01,0.03,0.01,tcglo,
3,3,0,Cemetery Recruitment,Eldritch Moon,1B,Sorcery,Black,Common,414378,0.04,0.24,0.12,tcglo,
1,1,0,Certain Death,Eldritch Moon,5B,Sorcery,Black,Common,414379,0.01,0.06,0.01,tcglo,
1,1,0,Collective Brutality,Eldritch Moon,1B,Sorcery,Black,Rare,414380,0.99,13.00,0.99,tcglo,
1,1,0,Graf Harvest,Eldritch Moon,B,Enchantment,Black,Uncommon,414385,0.08,0.20,0.08,tcglo,
1,1,0,Haunted Dead,Eldritch Moon,3B,Creature  - Zombie,Black,Uncommon,414387,0.07,1.44,0.07,tcglo,
1,1,0,Liliana's Elite,Eldritch Moon,2B,Creature  - Zombie,Black,Uncommon,414389,0.03,0.08,0.03,tcglo,
1,1,0,Markov Crusader,Eldritch Moon,4B,Creature  - Vampire Knight,Black,Uncommon,414390,0.03,0.10,0.03,tcglo,
2,2,0,Midnight Scavengers,Eldritch Moon,4B,Creature  - Human Rogue,Black,Common,414391,0.03,0.15,0.06,tcglo,
1,1,0,Oath of Liliana,Eldritch Moon,2B,Legendary Enchantment,Black,Rare,414395,0.09,0.80,0.09,tcglo,
2,2,0,Olivia's Dragoon,Eldritch Moon,1B,Creature  - Vampire Berserker,Black,Common,414396,0.01,0.10,0.02,tcglo,
1,1,0,Rise from the Grave,Eldritch Moon,4B,Sorcery,Black,Uncommon,414398,0.03,0.12,0.03,tcglo,
2,2,0,Skirsdag Supplicant,Eldritch Moon,2B,Creature  - Human Cleric,Black,Common,414400,0.01,0.08,0.02,tcglo,
2,2,0,Strange Augmentation,Eldritch Moon,B,Enchantment  - Aura,Black,Common,414401,0.01,0.03,0.02,tcglo,
2,2,0,Thraben Foulbloods,Eldritch Moon,2B,Creature  - Zombie Hound,Black,Common,414404,0.01,0.09,0.02,tcglo,
1,1,0,Vampire Cutthroat,Eldritch Moon,B,Creature  - Vampire Rogue,Black,Uncommon,414406,0.10,2.95,0.10,tcglo,
2,2,0,Wailing Ghoul,Eldritch Moon,1B,Creature  - Zombie,Black,Common,414409,0.01,0.06,0.02,tcglo,
3,3,0,Weirded Vampire,Eldritch Moon,3B,Creature  - Vampire Horror,Black,Common,414410,0.02,0.19,0.06,tcglo,
3,3,0,Alchemist's Greeting,Eldritch Moon,4R,Sorcery,Red,Common,414413,0.01,0.12,0.03,tcglo,
1,1,0,Blood Mist,Eldritch Moon,3R,Enchantment,Red,Uncommon,414416,0.05,0.44,0.05,tcglo,
1,1,0,Borrowed Hostility,Eldritch Moon,R,Instant,Red,Common,414418,0.03,0.19,0.03,tcglo,
3,3,0,Distemper of the Blood,Eldritch Moon,1R,Sorcery,Red,Common,414424,0.02,0.10,0.06,tcglo,
1,1,0,Furyblade Vampire,Eldritch Moon,1R,Creature  - Vampire Berserker,Red,Uncommon,414426,0.05,0.40,0.05,tcglo,
1,1,0,Galvanic Bombardment,Eldritch Moon,R,Instant,Red,Common,414427,0.01,0.10,0.01,tcglo,
1,1,0,Hanweir Garrison,Eldritch Moon,2R,Creature  - Human Soldier,Red,Rare,414428,1.50,2.63,1.50,tcglo,
1,1,0,Harmless Offering,Eldritch Moon,2R,Sorcery,Red,Rare,414430,0.12,0.79,0.12,tcglo,
1,1,0,Impetuous Devils,Eldritch Moon,2RR,Creature  - Devil,Red,Rare,414431,0.05,0.20,0.05,tcglo,
1,1,0,Incendiary Flow,Eldritch Moon,1R,Sorcery,Red,Uncommon,414432,0.03,0.13,0.03,tcglo,
1,1,0,Insatiable Gorgers,Eldritch Moon,2RR,Creature  - Vampire Berserker,Red,Uncommon,414433,0.02,0.25,0.02,tcglo,
2,2,0,Otherworldly Outburst,Eldritch Moon,R,Instant,Red,Common,414437,0.02,0.15,0.04,tcglo,
1,1,0,Prophetic Ravings,Eldritch Moon,R,Enchantment  - Aura,Red,Common,414438,0.01,0.09,0.01,tcglo,
2,2,0,Shreds of Sanity,Eldritch Moon,2R,Sorcery,Red,Uncommon,414440,0.03,0.24,0.06,tcglo,
1,1,0,Spreading Flames,Eldritch Moon,6R,Instant,Red,Uncommon,414443,0.01,0.10,0.01,tcglo,
2,2,0,Stensia Banquet,Eldritch Moon,2R,Sorcery,Red,Common,414444,0.02,0.15,0.04,tcglo,
1,1,0,Stensia Innkeeper,Eldritch Moon,3R,Creature  - Vampire,Red,Common,414445,0.01,0.09,0.01,tcglo,
2,2,0,Thermo-Alchemist,Eldritch Moon,1R,Creature  - Human Shaman,Red,Common,414447,0.07,0.70,0.14,tcglo,
2,2,0,Vildin-Pack Outcast,Eldritch Moon,4R,Creature  - Werewolf Horror,Red,Common,414448,0.03,0.10,0.06,tcglo,
5,5,0,Backwoods Survivalists,Eldritch Moon,3G,Creature  - Human Warrior,Green,Common,414451,0.01,0.10,0.05,tcglo,
2,2,0,Bloodbriar,Eldritch Moon,2G,Creature  - Plant Elemental,Green,Common,414452,0.01,0.10,0.02,tcglo,
1,1,0,Clear Shot,Eldritch Moon,2G,Instant,Green,Uncommon,414453,0.03,0.12,0.03,tcglo,
1,1,0,Crop Sigil,Eldritch Moon,G,Enchantment,Green,Uncommon,414454,0.03,0.19,0.03,tcglo,
1,1,0,Crossroads Consecrator,Eldritch Moon,G,Creature  - Human Cleric,Green,Common,414455,0.01,0.08,0.01,tcglo,
1,1,0,Foul Emissary,Eldritch Moon,2G,Creature  - Human Horror,Green,Uncommon,414459,0.03,0.10,0.03,tcglo,
1,1,0,Kessig Prowler,Eldritch Moon,G,Creature  - Werewolf Horror,Green,Uncommon,414464,0.06,1.00,0.06,tcglo,
1,1,0,Prey Upon,Eldritch Moon,G,Sorcery,Green,Common,414468,0.01,0.15,0.01,tcglo,
2,2,0,Primal Druid,Eldritch Moon,1G,Creature  - Human Druid,Green,Common,414469,0.03,0.13,0.06,tcglo,
2,2,0,Somberwald Stag,Eldritch Moon,3GG,Creature  - Elk,Green,Uncommon,414472,0.03,0.20,0.06,tcglo,
1,1,0,Spirit of the Hunt,Eldritch Moon,1GG,Creature  - Wolf Spirit,Green,Rare,414473,0.14,0.27,0.14,tcglo,
1,1,0,Splendid Reclamation,Eldritch Moon,3G,Sorcery,Green,Rare,414474,2.75,6.29,2.75,tcglo,
2,2,0,Springsage Ritual,Eldritch Moon,3G,Instant,Green,Common,414475,0.01,0.07,0.02,tcglo,
1,1,0,Swift Spinner,Eldritch Moon,3G,Creature  - Spider,Green,Common,414476,0.01,0.08,0.01,tcglo,
3,3,0,Ulvenwald Captive,Eldritch Moon,1G,Creature  - Werewolf Horror,Green,Common,414479,0.07,0.19,0.21,tcglo,
2,1,1,Waxing Moon,Eldritch Moon,1G,Instant,Green,Common,414482,0.01,0.13,0.14,tcglo,
3,3,0,Woodcutter's Grit,Eldritch Moon,2G,Instant,Green,Common,414484,0.01,0.09,0.03,tcglo,
2,2,0,Woodland Patrol,Eldritch Moon,2G,Creature  - Human Scout,Green,Common,414485,0.01,0.07,0.02,tcglo,
2,2,0,Campaign of Vengeance,Eldritch Moon,3WB,Enchantment,Gold,Uncommon,414487,0.03,0.15,0.06,tcglo,
1,1,0,Ride Down,Eldritch Moon,RW,Instant,Gold,Uncommon,414493,0.03,0.12,0.03,tcglo,
1,1,0,Spell Queller,Eldritch Moon,1WU,Creature  - Spirit,Gold,Rare,414494,2.26,13.40,2.26,tcglo,
2,2,0,Cathar's Shield,Eldritch Moon,0,Artifact  - Equipment,Artifact,Common,414498,0.06,0.47,0.12,tcglo,
1,1,0,Cryptolith Fragment,Eldritch Moon,3,Artifact,Artifact,Uncommon,414499,0.15,0.73,0.15,tcglo,
2,2,0,Cultist's Staff,Eldritch Moon,2,Artifact  - Equipment,Artifact,Common,414501,0.01,0.09,0.02,tcglo,
3,3,0,Field Creeper,Eldritch Moon,2,Artifact Creature  - Scarecrow,Artifact,Common,414502,0.01,0.10,0.03,tcglo,
1,1,0,Lupine Prototype,Eldritch Moon,2,Artifact Creature  - Wolf Construct,Artifact,Rare,414504,0.10,0.46,0.10,tcglo,
1,1,0,Slayer's Cleaver,Eldritch Moon,3,Artifact  - Equipment,Artifact,Uncommon,414505,0.01,0.10,0.01,tcglo,
1,1,0,Terrarion,Eldritch Moon,1,Artifact,Artifact,Common,414508,0.03,0.17,0.03,tcglo,
1,1,0,Thirsting Axe,Eldritch Moon,3,Artifact  - Equipment,Artifact,Uncommon,414509,0.01,0.05,0.01,tcglo,
1,1,0,Regicide,Conspiracy: Take the Crown,B,Instant,Black,Common,416802,0.03,0.30,0.03,tcglo,
1,1,0,Hexplate Golem,Conspiracy: Take the Crown,7,Artifact Creature  - Golem,Artifact,Common,416967,0.01,0.05,0.01,tcglo,
14,14,0,Acrobatic Maneuver,Kaladesh,2W,Instant,White,Common,417574,0.01,0.20,0.14,tcglo,
4,4,0,Aerial Responder,Kaladesh,1WW,Creature  - Dwarf Soldier,White,Uncommon,417575,0.04,0.30,0.16,tcglo,
1,1,0,Aetherstorm Roc,Kaladesh,2WW,Creature  - Bird,White,Rare,417576,0.07,0.19,0.07,tcglo,
2,2,0,Authority of the Consuls,Kaladesh,W,Enchantment,White,Rare,417578,1.69,3.95,3.38,tcglo,
8,8,0,Aviary Mechanic,Kaladesh,1W,Creature  - Dwarf Artificer,White,Common,417579,0.01,0.15,0.08,tcglo,
8,8,0,Built to Last,Kaladesh,W,Instant,White,Common,417580,0.01,0.10,0.08,tcglo,
2,2,0,Captured by the Consulate,Kaladesh,3W,Enchantment  - Aura,White,Rare,417581,0.02,0.17,0.04,tcglo,
2,2,0,Cataclysmic Gearhulk,Kaladesh,3WW,Artifact Creature  - Construct,White,Mythic Rare,417582,0.25,1.66,0.50,tcglo,
4,4,0,Consulate Surveillance,Kaladesh,3W,Enchantment,White,Uncommon,417583,0.03,0.10,0.12,tcglo,
2,2,0,Consul's Shieldguard,Kaladesh,3W,Creature  - Dwarf Soldier,White,Uncommon,417584,0.01,0.10,0.02,tcglo,
10,10,0,Eddytrail Hawk,Kaladesh,1W,Creature  - Bird,White,Common,417585,0.01,0.09,0.10,tcglo,
4,4,0,Fairgrounds Warden,Kaladesh,2W,Creature  - Dwarf Soldier,White,Uncommon,417586,0.03,0.20,0.12,tcglo,
11,11,0,Fragmentize,Kaladesh,W,Sorcery,White,Common,417587,0.03,0.25,0.33,tcglo,
4,4,0,Gearshift Ace,Kaladesh,1W,Creature  - Dwarf Pilot,White,Uncommon,417589,0.01,0.10,0.04,tcglo,
11,11,0,Glint-Sleeve Artisan,Kaladesh,2W,Creature  - Dwarf Artificer,White,Common,417590,0.01,0.05,0.11,tcglo,
10,10,0,Herald of the Fair,Kaladesh,2W,Creature  - Human,White,Common,417591,0.01,0.06,0.10,tcglo,
8,8,0,Impeccable Timing,Kaladesh,1W,Instant,White,Common,417592,0.01,0.06,0.08,tcglo,
10,10,0,Inspired Charge,Kaladesh,2WW,Instant,White,Common,417593,0.01,0.08,0.10,tcglo,
2,2,0,Master Trinketeer,Kaladesh,2W,Creature  - Dwarf Artificer,White,Rare,417594,0.07,0.20,0.14,tcglo,
9,9,0,Ninth Bridge Patrol,Kaladesh,1W,Creature  - Dwarf Soldier,White,Common,417595,0.01,0.09,0.09,tcglo,
10,10,0,Pressure Point,Kaladesh,1W,Instant,White,Common,417596,0.01,0.07,0.10,tcglo,
11,11,0,Propeller Pioneer,Kaladesh,3W,Creature  - Human Artificer,White,Common,417597,0.01,0.05,0.11,tcglo,
6,4,2,Refurbish,Kaladesh,3W,Sorcery,White,Uncommon,417598,0.03,0.31,0.74,tcglo,
10,10,0,Revoke Privileges,Kaladesh,2W,Enchantment  - Aura,White,Common,417599,0.01,0.08,0.10,tcglo,
6,5,1,Servo Exhibition,Kaladesh,1W,Sorcery,White,Uncommon,417600,0.03,0.10,0.25,tcglo,
11,11,0,Skyswirl Harrier,Kaladesh,4W,Creature  - Bird,White,Common,417601,0.01,0.05,0.11,tcglo,
5,5,0,Skywhaler's Shot,Kaladesh,2W,Instant,White,Uncommon,417602,0.03,0.10,0.15,tcglo,
12,12,0,Tasseled Dromedary,Kaladesh,W,Creature  - Camel,White,Common,417603,0.01,0.08,0.12,tcglo,
11,11,0,Thriving Ibex,Kaladesh,3W,Creature  - Goat,White,Common,417604,0.01,0.05,0.11,tcglo,
1,1,0,Toolcraft Exemplar,Kaladesh,W,Creature  - Dwarf Artificer,White,Rare,417605,0.03,0.25,0.03,tcglo,
3,3,0,Trusty Companion,Kaladesh,1W,Creature  - Hyena,White,Uncommon,417606,0.01,0.05,0.03,tcglo,
4,4,0,Visionary Augmenter,Kaladesh,2WW,Creature  - Dwarf Artificer,White,Uncommon,417607,0.02,0.15,0.08,tcglo,
3,3,0,Wispweaver Angel,Kaladesh,4WW,Creature  - Angel,White,Uncommon,417608,0.03,0.13,0.09,tcglo,
3,3,0,Aether Meltdown,Kaladesh,1U,Enchantment  - Aura,Blue,Uncommon,417609,0.01,0.01,0.03,tcglo,
9,9,0,Aether Theorist,Kaladesh,1U,Creature  - Vedalken Rogue,Blue,Common,417610,0.01,0.10,0.09,tcglo,
10,10,0,AEther Tradewinds,Kaladesh,2U,Instant,Blue,Common,417611,0.01,0.09,0.10,tcglo,
5,5,0,Ceremonious Rejection,Kaladesh,U,Instant,Blue,Uncommon,417613,0.09,2.06,0.45,tcglo,
2,2,0,Confiscation Coup,Kaladesh,3UU,Sorcery,Blue,Rare,417614,0.04,0.18,0.08,tcglo,
10,10,0,Curio Vendor,Kaladesh,1U,Creature  - Vedalken,Blue,Common,417615,0.01,0.05,0.10,tcglo,
5,5,0,Disappearing Act,Kaladesh,1UU,Instant,Blue,Uncommon,417616,0.02,0.10,0.10,tcglo,
10,10,0,Dramatic Reversal,Kaladesh,1U,Instant,Blue,Common,417617,0.04,6.99,0.40,tcglo,
4,4,0,Era of Innovation,Kaladesh,1U,Enchantment,Blue,Uncommon,417618,0.01,0.07,0.04,tcglo,
4,4,0,Experimental Aviator,Kaladesh,3UU,Creature  - Human Artificer,Blue,Uncommon,417619,0.01,0.05,0.04,tcglo,
13,13,0,Failed Inspection,Kaladesh,2UU,Instant,Blue,Common,417620,0.01,0.07,0.13,tcglo,
12,12,0,Gearseeker Serpent,Kaladesh,5UU,Creature  - Serpent,Blue,Common,417621,0.01,0.10,0.12,tcglo,
4,4,0,Glimmer of Genius,Kaladesh,3U,Instant,Blue,Uncommon,417622,0.01,0.14,0.04,tcglo,
6,6,0,Glint-Nest Crane,Kaladesh,1U,Creature  - Bird,Blue,Uncommon,417623,0.03,0.20,0.18,tcglo,
11,11,0,Hightide Hermit,Kaladesh,4U,Creature  - Crab,Blue,Common,417624,0.01,0.09,0.11,tcglo,
2,2,0,Insidious Will,Kaladesh,2UU,Instant,Blue,Rare,417625,0.15,0.76,0.30,tcglo,
3,3,0,Janjeet Sentry,Kaladesh,2U,Creature  - Vedalken Soldier,Blue,Uncommon,417626,0.01,0.05,0.03,tcglo,
5,4,1,Long-Finned Skywhale,Kaladesh,2UU,Creature  - Whale,Blue,Uncommon,417627,0.01,0.01,0.05,tcglo,
9,9,0,Malfunction,Kaladesh,3U,Enchantment  - Aura,Blue,Common,417628,0.01,0.05,0.09,tcglo,
3,3,0,Minister of Inquiries,Kaladesh,U,Creature  - Vedalken Advisor,Blue,Uncommon,417630,0.03,0.24,0.09,tcglo,
10,10,0,Nimble Innovator,Kaladesh,3U,Creature  - Vedalken Artificer,Blue,Common,417631,0.01,0.07,0.10,tcglo,
2,2,0,"Padeem, Consul of Innovation",Kaladesh,3U,Legendary Creature  - Vedalken Artificer,Blue,Rare,417632,0.50,2.15,1.00,tcglo,
1,1,0,Paradoxical Outcome,Kaladesh,3U,Instant,Blue,Rare,417633,0.40,2.50,0.40,tcglo,
10,10,0,Revolutionary Rebuff,Kaladesh,1U,Instant,Blue,Common,417634,0.01,0.07,0.10,tcglo,
1,1,0,Saheeli's Artistry,Kaladesh,4UU,Sorcery,Blue,Rare,417635,0.05,0.15,0.05,tcglo,
8,8,0,Select for Inspection,Kaladesh,U,Instant,Blue,Common,417636,0.01,0.07,0.08,tcglo,
3,3,0,Shrewd Negotiation,Kaladesh,4U,Sorcery,Blue,Uncommon,417637,0.01,0.10,0.03,tcglo,
9,9,0,Tezzeret's Ambition,Kaladesh,3UU,Sorcery,Blue,Common,417638,0.01,0.05,0.09,tcglo,
10,10,0,Thriving Turtle,Kaladesh,U,Creature  - Turtle,Blue,Common,417639,0.01,0.10,0.10,tcglo,
2,2,0,Torrential Gearhulk,Kaladesh,4UU,Artifact Creature  - Construct,Blue,Mythic Rare,417640,3.43,5.97,6.86,tcglo,
10,10,0,Vedalken Blademaster,Kaladesh,2U,Creature  - Vedalken Soldier,Blue,Common,417641,0.01,0.04,0.10,tcglo,
9,9,0,Weldfast Wingsmith,Kaladesh,3U,Creature  - Human Artificer,Blue,Common,417642,0.01,0.05,0.09,tcglo,
12,12,0,Wind Drake,Kaladesh,2U,Creature  - Drake,Blue,Common,417643,0.01,0.04,0.12,tcglo,
2,2,0,Aetherborn Marauder,Kaladesh,3B,Creature  - Aetherborn Rogue,Black,Uncommon,417644,0.02,0.06,0.04,tcglo,
11,11,0,Ambitious Aetherborn,Kaladesh,4B,Creature  - Aetherborn Artificer,Black,Common,417645,0.01,0.05,0.11,tcglo,
1,1,0,Demon of Dark Schemes,Kaladesh,3BBB,Creature  - Demon,Black,Mythic Rare,417646,0.37,1.08,0.37,tcglo,
11,11,0,Dhund Operative,Kaladesh,1B,Creature  - Human Rogue,Black,Common,417647,0.01,0.09,0.11,tcglo,
1,1,0,Diabolic Tutor,Kaladesh,2BB,Sorcery,Black,Uncommon,417648,0.10,1.59,0.10,tcglo,
11,11,0,Die Young,Kaladesh,1B,Sorcery,Black,Common,417649,0.01,0.10,0.11,tcglo,
10,10,0,Dukhara Scavenger,Kaladesh,5B,Creature  - Crocodile,Black,Common,417650,0.01,0.07,0.10,tcglo,
3,3,0,Eliminate the Competition,Kaladesh,4B,Sorcery,Black,Rare,417651,0.05,0.09,0.15,tcglo,
7,7,0,Embraal Bruiser,Kaladesh,1B,Creature  - Human Warrior,Black,Uncommon,417652,0.01,0.05,0.07,tcglo,
3,3,0,Essence Extraction,Kaladesh,1BB,Instant,Black,Uncommon,417653,0.01,0.10,0.03,tcglo,
10,10,0,Fortuitous Find,Kaladesh,2B,Sorcery,Black,Common,417654,0.02,0.15,0.20,tcglo,
8,8,0,Foundry Screecher,Kaladesh,2B,Creature  - Bat,Black,Common,417655,0.01,0.08,0.08,tcglo,
2,2,0,Fretwork Colony,Kaladesh,1B,Creature  - Insect,Black,Uncommon,417656,0.01,0.06,0.02,tcglo,
4,4,0,Harsh Scrutiny,Kaladesh,B,Sorcery,Black,Uncommon,417658,0.04,0.14,0.16,tcglo,
13,12,1,Lawless Broker,Kaladesh,2B,Creature  - Aetherborn Rogue,Black,Common,417659,0.01,0.06,0.18,tcglo,
9,9,0,Live Fast,Kaladesh,2B,Sorcery,Black,Common,417660,0.01,0.13,0.09,tcglo,
3,3,0,Lost Legacy,Kaladesh,1BB,Sorcery,Black,Rare,417661,0.09,0.60,0.27,tcglo,
3,3,0,Make Obsolete,Kaladesh,2B,Instant,Black,Uncommon,417662,0.01,0.08,0.03,tcglo,
5,5,0,Marionette Master,Kaladesh,4BB,Creature  - Human Artificer,Black,Rare,417663,0.10,0.50,0.50,tcglo,
9,9,0,Maulfist Squad,Kaladesh,3B,Creature  - Human Artificer,Black,Common,417664,0.01,0.08,0.09,tcglo,
2,2,0,Midnight Oil,Kaladesh,2BB,Enchantment,Black,Rare,417665,0.01,0.20,0.02,tcglo,
10,9,1,Mind Rot,Kaladesh,2B,Sorcery,Black,Common,417666,0.01,0.10,0.19,tcglo,
6,6,0,Morbid Curiosity,Kaladesh,1BB,Sorcery,Black,Uncommon,417667,0.02,0.14,0.12,tcglo,
11,11,0,Night Market Lookout,Kaladesh,B,Creature  - Human Rogue,Black,Common,417668,0.05,0.15,0.55,tcglo,
2,2,0,Noxious Gearhulk,Kaladesh,4BB,Artifact Creature  - Construct,Black,Mythic Rare,417669,3.23,7.00,6.46,tcglo,
2,2,0,Ovalchase Daredevil,Kaladesh,3B,Creature  - Human Pilot,Black,Uncommon,417670,0.01,0.02,0.02,tcglo,
11,11,0,Prakhata Club Security,Kaladesh,3B,Creature  - Aetherborn Warrior,Black,Common,417671,0.01,0.07,0.11,tcglo,
9,9,0,Rush of Vitality,Kaladesh,1B,Instant,Black,Common,417672,0.02,0.15,0.18,tcglo,
12,11,1,Subtle Strike,Kaladesh,1B,Instant,Black,Common,417673,0.01,0.05,0.16,tcglo,
2,2,0,Syndicate Trafficker,Kaladesh,1B,Creature  - Aetherborn Rogue,Black,Rare,417674,0.06,0.20,0.12,tcglo,
11,11,0,Thriving Rats,Kaladesh,1B,Creature  - Rat,Black,Common,417675,0.01,0.03,0.11,tcglo,
11,11,0,Tidy Conclusion,Kaladesh,3BB,Instant,Black,Common,417676,0.01,0.09,0.11,tcglo,
3,3,0,Underhanded Designs,Kaladesh,1B,Enchantment,Black,Uncommon,417677,0.02,0.19,0.06,tcglo,
4,4,0,Weaponcraft Enthusiast,Kaladesh,2B,Creature  - Aetherborn Artificer,Black,Uncommon,417678,0.04,0.29,0.16,tcglo,
3,3,0,Aethertorch Renegade,Kaladesh,2R,Creature  - Human Rogue,Red,Uncommon,417679,0.01,0.09,0.03,tcglo,
4,4,0,Brazen Scourge,Kaladesh,1RR,Creature  - Gremlin,Red,Uncommon,417680,0.01,0.04,0.04,tcglo,
11,11,0,Built to Smash,Kaladesh,R,Instant,Red,Common,417681,0.05,0.27,0.55,tcglo,
11,11,0,Cathartic Reunion,Kaladesh,1R,Sorcery,Red,Common,417682,0.05,0.50,0.55,tcglo,
10,10,0,Chandra's Pyrohelix,Kaladesh,1R,Instant,Red,Common,417684,0.01,0.05,0.10,tcglo,
8,8,0,Demolish,Kaladesh,3R,Sorcery,Red,Common,417686,0.01,0.03,0.08,tcglo,
4,4,0,Furious Reprisal,Kaladesh,3R,Sorcery,Red,Uncommon,417688,0.02,0.10,0.08,tcglo,
11,11,0,Giant Spectacle,Kaladesh,1R,Enchantment  - Aura,Red,Common,417689,0.01,0.02,0.11,tcglo,
3,3,0,Harnessed Lightning,Kaladesh,1R,Instant,Red,Uncommon,417690,0.04,0.20,0.12,tcglo,
12,12,0,Hijack,Kaladesh,1RR,Sorcery,Red,Common,417691,0.02,0.08,0.24,tcglo,
5,5,0,Incendiary Sabotage,Kaladesh,2RR,Instant,Red,Uncommon,417692,0.02,0.05,0.10,tcglo,
3,3,0,Inventor's Apprentice,Kaladesh,R,Creature  - Human Artificer,Red,Uncommon,417693,0.01,0.08,0.03,tcglo,
1,1,0,Lathnu Hellion,Kaladesh,2R,Creature  - Hellion,Red,Rare,417694,0.05,0.19,0.05,tcglo,
4,4,0,Maulfist Doorbuster,Kaladesh,3R,Creature  - Human Warrior,Red,Uncommon,417696,0.01,0.05,0.04,tcglo,
3,3,0,Pia Nalaar,Kaladesh,2R,Legendary Creature  - Human Artificer,Red,Rare,417697,0.01,0.35,0.03,tcglo,
3,3,0,Quicksmith Genius,Kaladesh,2R,Creature  - Human Artificer,Red,Uncommon,417698,0.04,0.25,0.12,tcglo,
10,10,0,Reckless Fireweaver,Kaladesh,1R,Creature  - Human Artificer,Red,Common,417699,0.05,0.25,0.50,tcglo,
10,10,0,Renegade Tactics,Kaladesh,R,Sorcery,Red,Common,417700,0.03,0.14,0.30,tcglo,
8,8,0,Ruinous Gremlin,Kaladesh,R,Creature  - Gremlin,Red,Common,417701,0.01,0.05,0.08,tcglo,
11,11,0,Salivating Gremlins,Kaladesh,2R,Creature  - Gremlin,Red,Common,417702,0.01,0.07,0.11,tcglo,
1,1,0,Skyship Stalker,Kaladesh,2RR,Creature  - Dragon,Red,Rare,417703,0.04,0.04,0.04,tcglo,
5,5,0,Spark of Creativity,Kaladesh,R,Sorcery,Red,Uncommon,417704,0.02,0.16,0.10,tcglo,
5,5,0,Speedway Fanatic,Kaladesh,1R,Creature  - Human Pilot,Red,Uncommon,417705,0.01,0.10,0.05,tcglo,
10,10,0,Spireside Infiltrator,Kaladesh,2R,Creature  - Human Rogue,Red,Common,417706,0.01,0.03,0.10,tcglo,
8,8,0,Spontaneous Artist,Kaladesh,3R,Creature  - Human Rogue,Red,Common,417707,0.01,0.05,0.08,tcglo,
